A,Starter,gameid
Ondrej Duda,1,541616
Kenny McLean,1,541616
Alexander Tettey,1,541616
Teemu Pukki,1,541616
Todd Cantwell,1,541616
Emiliano Buendía,1,541616
Grant Hanley,0,541616
Josip Drmic,0,541616
Lukas Rupp,0,541616
Alex McCarthy,1,541624
Jan Bednarek,1,541624
Jack Stephens,1,541624
Ryan Bertrand,1,541624
Cédric Soares,1,541624
Pierre-Emile Højbjerg,1,541624
James Ward-Prowse,1,541624
Nathan Redmond,1,541624
Stuart Armstrong,1,541624
Danny Ings,1,541624
Shane Long,1,541624
Sofiane Boufal,0,541624
Moussa Djenepo,0,541624
Che Adams,0,541624
Darren Randolph,1,541619
Angelo Ogbonna,1,541619
Issa Diop,1,541619
Aaron Cresswell,1,541619
Pablo Zabaleta,1,541619
Mark Noble,1,541619
Declan Rice,1,541619
Pablo Fornals,1,541619
Robert Snodgrass,1,541619
Sébastian Haller,1,541619
Manuel Lanzini,1,541619
Arthur Masuaku,0,541619
Albian Ajeti,0,541619
Martin Dubravka,1,541617
Jamaal Lascelles,1,541617
Ciaran Clark,1,541617
Federico Fernández,1,541617
Jetro Willems,1,541617
Emil Krafth,1,541617
Jonjo Shelvey,1,541617
Isaac Hayden,1,541617
Allan Saint-Maximin,1,541617
Miguel Almirón,1,541617
Joelinton,1,541617
Matt Ritchie,0,541617
Sean Longstaff,0,541617
Matthew Longstaff,0,541617
Nick Pope,1,541620
Ben Mee,1,541620
James Tarkowski,1,541620
Charlie Taylor,1,541620
Phillip Bardsley,1,541620
Jack Cork,1,541620
Ashley Westwood,1,541620
Dwight McNeil,1,541620
Jeff Hendrick,1,541620
Jay Rodriguez,1,541620
Chris Wood,1,541620
Aaron Lennon,0,541620
Alisson,1,541621
Virgil van Dijk,1,541621
Joe Gomez,1,541621
Andy Robertson,1,541621
Trent Alexander-Arnold,1,541621
Jordan Henderson,1,541621
Georginio Wijnaldum,1,541621
Alex Oxlade-Chamberlain,1,541621
Roberto Firmino,1,541621
Sadio Mané,1,541621
Mohamed Salah,1,541621
Adam Lallana,0,541621
Divock Origi,0,541621
Fabinho,0,541621
Aaron Ramsdale,1,541609
Nathan Aké,1,541609
Simon Francis,1,541609
Diego Rico,1,541609
Adam Smith,1,541609
Philip Billing,1,541609
Jefferson Lerma,1,541609
Ryan Fraser,1,541609
Harry Wilson,1,541609
Callum Wilson,1,541609
Dominic Solanke,1,541609
Lewis Cook,0,541609
Dan Gosling,0,541609
Pepe Reina,1,541613
Tyrone Mings,1,541613
Kortney Hause,1,541613
Ezri Konsa,1,541613
Marvelous Nakamba,1,541613
Danny Drinkwater,1,541613
Matt Targett,1,541613
Frédéric Guilbert,1,541613
Anwar El-Ghazi,1,541613
Jack Grealish,1,541613
Trézéguet,1,541613
Douglas Luiz,0,541613
Indiana Vassilev,0,541613
Vicente Guaita,1,541605
Gary Cahill,1,541605
James Tomkins,1,541605
Jairo Riedewald,1,541605
Martin Kelly,1,541605
James McCarthy,1,541605
Cheikhou Kouyaté,1,541605
James McArthur,1,541605
Wilfried Zaha,1,541605
Jordan Ayew,1,541605
Cenk Tosun,1,541605
Joel Ward,0,541605
Max Meyer,0,541605
Connor Wickham,0,541605
Jordan Pickford,1,541612
Mason Holgate,1,541612
Yerry Mina,1,541612
Lucas Digne,1,541612
Djibril Sidibé,1,541612
Fabian Delph,1,541612
Morgan Schneiderlin,1,541612
Bernard,1,541612
Theo Walcott,1,541612
Moise Kean,1,541612
Dominic Calvert-Lewin,1,541612
Tom Davies,0,541612
Oumar Niasse,0,541612
Seamus Coleman,0,541612
Dean Henderson,1,541611
John Egan,1,541611
Jack O'Connell,1,541611
Chris Basham,1,541611
John Fleck,1,541611
Muhamed Besic,1,541611
Oliver Norwood,1,541611
Enda Stevens,1,541611
George Baldock,1,541611
Oliver McBurnie,1,541611
Billy Sharp,1,541611
Callum Robinson,0,541611
John Lundstram,0,541611
Lys Mousset,0,541611
Kepa Arrizabalaga,1,541606
Antonio Rüdiger,1,541606
Andreas Christensen,1,541606
Emerson Palmieri,1,541606
César Azpilicueta,1,541606
Jorginho,1,541606
Mateo Kovacic,1,541606
N'Golo Kanté,1,541606
Tammy Abraham,1,541606
Willian,1,541606
Callum Hudson-Odoi,1,541606
Ross Barkley,0,541606
Mason Mount,0,541606
Michy Batshuayi,0,541606
Kasper Schmeichel,1,541614
Çaglar Söyüncü,1,541614
Jonny Evans,1,541614
Nampalys Mendy,1,541614
Ben Chilwell,1,541614
Ricardo Pereira,1,541614
James Maddison,1,541614
Youri Tielemans,1,541614
Harvey Barnes,1,541614
Ayoze Pérez,1,541614
Jamie Vardy,1,541614
Wilfred Ndidi,0,541614
Wes Morgan,0,541614
Kelechi Iheanacho,0,541614
Hugo Lloris,1,541607
Jan Vertonghen,1,541607
Toby Alderweireld,1,541607
Ryan Sessegnon,1,541607
Serge Aurier,1,541607
Dele Alli,1,541607
Harry Winks,1,541607
Giovani Lo Celso,1,541607
Lucas Moura,1,541607
Son Heung-Min,1,541607
Erik Lamela,1,541607
Gedson Fernandes,0,541607
Eric Dier,0,541607
Christian Eriksen,0,541607
David de Gea,1,541608
Harry Maguire,1,541608
Phil Jones,1,541608
Brandon Williams,1,541608
Aaron Wan-Bissaka,1,541608
Andreas Pereira,1,541608
Nemanja Matic,1,541608
Fred,1,541608
Anthony Martial,1,541608
Daniel James,1,541608
Juan Mata,1,541608
Luke Shaw,0,541608
Mason Greenwood,0,541608
Jesse Lingard,0,541608
Rui Patrício,1,541610
Conor Coady,1,541610
Romain Saïss,1,541610
Leander Dendoncker,1,541610
João Moutinho,1,541610
Rúben Neves,1,541610
Pedro Neto,1,541610
Jonny,1,541610
Matthew Doherty,1,541610
Raúl Jiménez,1,541610
Adama Traoré,1,541610
Morgan Gibbs-White,0,541610
Diogo Jota,0,541610
Lukasz Fabianski,1,541670
Angelo Ogbonna,1,541670
Aaron Cresswell,1,541670
Issa Diop,1,541670
Arthur Masuaku,1,541670
Jeremy Ngakia,1,541670
Mark Noble,1,541670
Declan Rice,1,541670
Manuel Lanzini,1,541670
Robert Snodgrass,1,541670
Sébastian Haller,1,541670
Pablo Fornals,0,541670
Kasper Schmeichel,1,541598
Çaglar Söyüncü,1,541598
Jonny Evans,1,541598
Hamza Choudhury,1,541598
Ben Chilwell,1,541598
Ricardo Pereira,1,541598
James Maddison,1,541598
Youri Tielemans,1,541598
Harvey Barnes,1,541598
Ayoze Pérez,1,541598
Jamie Vardy,1,541598
Dennis Praet,0,541598
Kelechi Iheanacho,0,541598
Aaron Ramsdale,1,541596
Nathan Aké,1,541596
Simon Francis,1,541596
Diego Rico,1,541596
Adam Smith,1,541596
Jefferson Lerma,1,541596
Philip Billing,1,541596
Dan Gosling,1,541596
Callum Wilson,1,541596
Ryan Fraser,1,541596
Harry Wilson,1,541596
Vicente Guaita,1,541602
Gary Cahill,1,541602
James Tomkins,1,541602
Patrick van Aanholt,1,541602
Joel Ward,1,541602
James McArthur,1,541602
James McCarthy,1,541602
Luka Milivojevic,1,541602
Wilfried Zaha,1,541602
Jordan Ayew,1,541602
Christian Benteke,1,541602
Cheikhou Kouyaté,0,541602
Max Meyer,0,541602
Andros Townsend,0,541602
Alisson,1,541603
Virgil van Dijk,1,541603
Joe Gomez,1,541603
Andy Robertson,1,541603
Trent Alexander-Arnold,1,541603
Fabinho,1,541603
Georginio Wijnaldum,1,541603
Jordan Henderson,1,541603
Roberto Firmino,1,541603
Alex Oxlade-Chamberlain,1,541603
Mohamed Salah,1,541603
Takumi Minamino,0,541603
Adam Lallana,0,541603
Naby Keita,0,541603
Martin Dubravka,1,541601
Jamaal Lascelles,1,541601
Ciaran Clark,1,541601
Federico Fernández,1,541601
Matt Ritchie,1,541601
DeAndre Yedlin,1,541601
Nabil Bentaleb,1,541601
Isaac Hayden,1,541601
Allan Saint-Maximin,1,541601
Miguel Almirón,1,541601
Joelinton,1,541601
Valentino Lazaro,0,541601
Sean Longstaff,0,541601
Danny Rose,0,541601
Ben Foster,1,541599
Craig Cathcart,1,541599
Christian Kabasele,1,541599
Adam Masina,1,541599
Adrian Mariappa,1,541599
Abdoulaye Doucouré,1,541599
Étienne Capoue,1,541599
Nathaniel Chalobah,1,541599
Troy Deeney,1,541599
Gerard Deulofeu,1,541599
Roberto Pereyra,1,541599
Danny Welbeck,0,541599
Ignacio Pussetto,0,541599
Issac Success,0,541599
Lukasz Fabianski,1,541597
Angelo Ogbonna,1,541597
Issa Diop,1,541597
Declan Rice,1,541597
Aaron Cresswell,1,541597
Ryan Fredericks,1,541597
Mark Noble,1,541597
Tomas Soucek,1,541597
Michail Antonio,1,541597
Robert Snodgrass,1,541597
Sébastian Haller,1,541597
Pablo Fornals,0,541597
Arthur Masuaku,0,541597
Manuel Lanzini,0,541597
David de Gea,1,541604
Harry Maguire,1,541604
Victor Lindelöf,1,541604
Luke Shaw,1,541604
Aaron Wan-Bissaka,1,541604
Bruno Fernandes,1,541604
Fred,1,541604
Andreas Pereira,1,541604
Anthony Martial,1,541604
Daniel James,1,541604
Juan Mata,1,541604
Mason Greenwood,0,541604
Diogo Dalot,0,541604
Jesse Lingard,0,541604
Nick Pope,1,541595
Ben Mee,1,541595
James Tarkowski,1,541595
Charlie Taylor,1,541595
Matthew Lowton,1,541595
Jack Cork,1,541595
Ashley Westwood,1,541595
Dwight McNeil,1,541595
Jeff Hendrick,1,541595
Jay Rodriguez,1,541595
Chris Wood,1,541595
Hugo Lloris,1,541600
Davinson Sánchez,1,541600
Toby Alderweireld,1,541600
Japhet Tanganga,1,541600
Serge Aurier,1,541600
Dele Alli,1,541600
Harry Winks,1,541600
Giovani Lo Celso,1,541600
Lucas Moura,1,541600
Steven Bergwijn,1,541600
Son Heung-Min,1,541600
Tanguy Ndombele,0,541600
Eric Dier,0,541600
Erik Lamela,0,541600
Jordan Pickford,1,541587
Michael Keane,1,541587
Yerry Mina,1,541587
Lucas Digne,1,541587
Seamus Coleman,1,541587
Gylfi Sigurdsson,1,541587
Morgan Schneiderlin,1,541587
Bernard,1,541587
Theo Walcott,1,541587
Richarlison,1,541587
Dominic Calvert-Lewin,1,541587
Mason Holgate,0,541587
Tom Davies,0,541587
Djibril Sidibé,0,541587
Mathew Ryan,1,541593
Lewis Dunk,1,541593
Shane Duffy,1,541593
Dan Burn,1,541593
Ezequiel Schelotto,1,541593
Pascal Gross,1,541593
Aaron Mooy,1,541593
Davy Pröpper,1,541593
Glenn Murray,1,541593
Leandro Trossard,1,541593
Solly March,1,541593
Neal Maupay,0,541593
Alireza Jahanbakhsh,0,541593
Steven Alzate,0,541593
Dean Henderson,1,541585
John Egan,1,541585
Jack O'Connell,1,541585
Chris Basham,1,541585
John Fleck,1,541585
Sander Berge,1,541585
Oliver Norwood,1,541585
Enda Stevens,1,541585
George Baldock,1,541585
Billy Sharp,1,541585
Oliver McBurnie,1,541585
John Lundstram,0,541585
Lys Mousset,0,541585
Rui Patrício,1,541588
Conor Coady,1,541588
Romain Saïss,1,541588
Willy Boly,1,541588
Rúben Neves,1,541588
Leander Dendoncker,1,541588
Jonny,1,541588
Matthew Doherty,1,541588
Raúl Jiménez,1,541588
Diogo Jota,1,541588
Pedro Neto,1,541588
João Moutinho,0,541588
Daniel Podence,0,541588
Adama Traoré,0,541588
Alex McCarthy,1,541586
Jannik Vestergaard,1,541586
Jack Stephens,1,541586
Ryan Bertrand,1,541586
Kyle Walker-Peters,1,541586
Pierre-Emile Højbjerg,1,541586
James Ward-Prowse,1,541586
Shane Long,1,541586
Danny Ings,1,541586
Sofiane Boufal,1,541586
Stuart Armstrong,1,541586
Michael Obafemi,0,541586
Che Adams,0,541586
Moussa Djenepo,0,541586
Tim Krul,1,541589
Grant Hanley,1,541589
Christoph Zimmermann,1,541589
Sam Byram,1,541589
Max Aarons,1,541589
Ondrej Duda,1,541589
Kenny McLean,1,541589
Alexander Tettey,1,541589
Teemu Pukki,1,541589
Todd Cantwell,1,541589
Lukas Rupp,1,541589
Jamal Lewis,0,541589
Josip Drmic,0,541589
Emiliano Buendía,0,541589
Pepe Reina,1,541592
Björn Engels,1,541592
Kortney Hause,1,541592
Ezri Konsa,1,541592
Douglas Luiz,1,541592
Danny Drinkwater,1,541592
Matt Targett,1,541592
Frédéric Guilbert,1,541592
Mbwana Samatta,1,541592
Jack Grealish,1,541592
Anwar El-Ghazi,1,541592
Marvelous Nakamba,0,541592
Borja Bastón,0,541592
Trézéguet,0,541592
Bernd Leno,1,541591
David Luiz,1,541591
Shkodran Mustafi,1,541591
Bukayo Saka,1,541591
Héctor Bellerín,1,541591
Mesut Özil,1,541591
Granit Xhaka,1,541591
Dani Ceballos,1,541591
Edward Nketiah,1,541591
Pierre-Emerick Aubameyang,1,541591
Nicolas Pépé,1,541591
Joseph Willock,0,541591
Lucas Torreira,0,541591
Alexandre Lacazette,0,541591
Wilfredo Caballero,1,541590
Antonio Rüdiger,1,541590
Andreas Christensen,1,541590
César Azpilicueta,1,541590
Reece James,1,541590
Jorginho,1,541590
Mateo Kovacic,1,541590
N'Golo Kanté,1,541590
Michy Batshuayi,1,541590
Willian,1,541590
Pedro,1,541590
Kurt Zouma,0,541590
Mason Mount,0,541590
Olivier Giroud,0,541590
Ederson,1,541594
Aymeric Laporte,1,541594
Nicolás Otamendi,1,541594
Benjamin Mendy,1,541594
Kyle Walker,1,541594
Rodri,1,541594
David Silva,1,541594
Kevin De Bruyne,1,541594
Sergio Agüero,1,541594
Gabriel Jesus,1,541594
Bernardo Silva,1,541594
John Stones,0,541594
Phil Foden,0,541594
Ilkay Gündogan,0,541594
Wilfredo Caballero,1,541582
Andreas Christensen,1,541582
Antonio Rüdiger,1,541582
César Azpilicueta,1,541582
Mateo Kovacic,1,541582
Jorginho,1,541582
Marcos Alonso,1,541582
Reece James,1,541582
Olivier Giroud,1,541582
Ross Barkley,1,541582
Mason Mount,1,541582
Tammy Abraham,0,541582
Willian,0,541582
Nick Pope,1,541576
Ben Mee,1,541576
James Tarkowski,1,541576
Charlie Taylor,1,541576
Phillip Bardsley,1,541576
Jack Cork,1,541576
Ashley Westwood,1,541576
Dwight McNeil,1,541576
Jeff Hendrick,1,541576
Matej Vydra,1,541576
Jay Rodriguez,1,541576
Josh Brownhill,0,541576
Robbie Brady,0,541576
Aaron Lennon,0,541576
Vicente Guaita,1,541580
Gary Cahill,1,541580
Scott Dann,1,541580
Patrick van Aanholt,1,541580
Joel Ward,1,541580
James McCarthy,1,541580
James McArthur,1,541580
Cheikhou Kouyaté,1,541580
Christian Benteke,1,541580
Wilfried Zaha,1,541580
Jordan Ayew,1,541580
Jairo Riedewald,0,541580
Cenk Tosun,0,541580
Dean Henderson,1,541577
John Egan,1,541577
Jack O'Connell,1,541577
Chris Basham,1,541577
John Fleck,1,541577
Sander Berge,1,541577
Oliver Norwood,1,541577
Enda Stevens,1,541577
George Baldock,1,541577
Billy Sharp,1,541577
Oliver McBurnie,1,541577
John Lundstram,0,541577
Ben Osborn,0,541577
David McGoldrick,0,541577
Alex McCarthy,1,541575
Jan Bednarek,1,541575
Jack Stephens,1,541575
Ryan Bertrand,1,541575
James Ward-Prowse,1,541575
Pierre-Emile Højbjerg,1,541575
William Smallbone,1,541575
Moussa Djenepo,1,541575
Stuart Armstrong,1,541575
Danny Ings,1,541575
Shane Long,1,541575
Oriol Romeu,0,541575
Michael Obafemi,0,541575
Che Adams,0,541575
Kasper Schmeichel,1,541579
Jonny Evans,1,541579
Christian Fuchs,1,541579
Çaglar Söyüncü,1,541579
James Maddison,1,541579
Youri Tielemans,1,541579
Dennis Praet,1,541579
Ben Chilwell,1,541579
Ricardo Pereira,1,541579
Jamie Vardy,1,541579
Kelechi Iheanacho,1,541579
Ayoze Pérez,0,541579
Matty James,0,541579
Harvey Barnes,0,541579
David de Gea,1,541583
Harry Maguire,1,541583
Victor Lindelöf,1,541583
Luke Shaw,1,541583
Aaron Wan-Bissaka,1,541583
Bruno Fernandes,1,541583
Nemanja Matic,1,541583
Fred,1,541583
Anthony Martial,1,541583
Daniel James,1,541583
Mason Greenwood,1,541583
Scott McTominay,0,541583
Odion Ighalo,0,541583
Tahith Chong,0,541583
Rui Patrício,1,541581
Conor Coady,1,541581
Romain Saïss,1,541581
Willy Boly,1,541581
João Moutinho,1,541581
Leander Dendoncker,1,541581
Rúben Neves,1,541581
Jonny,1,541581
Matthew Doherty,1,541581
Diogo Jota,1,541581
Raúl Jiménez,1,541581
Ruben Vinagre,0,541581
Pedro Neto,0,541581
Adama Traoré,0,541581
Bernd Leno,1,541578
David Luiz,1,541578
Shkodran Mustafi,1,541578
Sead Kolasinac,1,541578
Héctor Bellerín,1,541578
Mesut Özil,1,541578
Granit Xhaka,1,541578
Dani Ceballos,1,541578
Edward Nketiah,1,541578
Pierre-Emerick Aubameyang,1,541578
Nicolas Pépé,1,541578
Bukayo Saka,0,541578
Matteo Guendouzi,0,541578
Lucas Torreira,0,541578
Alisson,1,541584
Virgil van Dijk,1,541584
Joe Gomez,1,541584
Andy Robertson,1,541584
Trent Alexander-Arnold,1,541584
Fabinho,1,541584
Georginio Wijnaldum,1,541584
Naby Keita,1,541584
Roberto Firmino,1,541584
Sadio Mané,1,541584
Mohamed Salah,1,541584
Alex Oxlade-Chamberlain,0,541584
Joël Matip,0,541584
Tim Krul,1,541569
Ben Godfrey,1,541569
Grant Hanley,1,541569
Jamal Lewis,1,541569
Max Aarons,1,541569
Ondrej Duda,1,541569
Kenny McLean,1,541569
Alexander Tettey,1,541569
Teemu Pukki,1,541569
Todd Cantwell,1,541569
Emiliano Buendía,1,541569
Marco Stiepermann,0,541569
Josip Drmic,0,541569
Lukas Rupp,0,541569
Mathew Ryan,1,541568
Lewis Dunk,1,541568
Adam Webster,1,541568
Dan Burn,1,541568
Martín Montoya,1,541568
Leandro Trossard,1,541568
Yves Bissouma,1,541568
Davy Pröpper,1,541568
Neal Maupay,1,541568
Solly March,1,541568
Aaron Mooy,1,541568
Alireza Jahanbakhsh,0,541568
Steven Alzate,0,541568
Glenn Murray,0,541568
Aaron Ramsdale,1,541567
Nathan Aké,1,541567
Steve Cook,1,541567
Adam Smith,1,541567
Jack Stacey,1,541567
Jefferson Lerma,1,541567
Lewis Cook,1,541567
Philip Billing,1,541567
Callum Wilson,1,541567
Joshua King,1,541567
Ryan Fraser,1,541567
Dan Gosling,0,541567
Junior Stanislas,0,541567
Martin Dubravka,1,541566
Jamaal Lascelles,1,541566
Federico Fernández,1,541566
Danny Rose,1,541566
Javier Manquillo,1,541566
Jonjo Shelvey,1,541566
Isaac Hayden,1,541566
Joelinton,1,541566
Matt Ritchie,1,541566
Miguel Almirón,1,541566
Dwight Gayle,1,541566
Allan Saint-Maximin,0,541566
Lukasz Fabianski,1,541573
Angelo Ogbonna,1,541573
Issa Diop,1,541573
Aaron Cresswell,1,541573
Jeremy Ngakia,1,541573
Declan Rice,1,541573
Mark Noble,1,541573
Pablo Fornals,1,541573
Jarrod Bowen,1,541573
Sébastian Haller,1,541573
Michail Antonio,1,541573
Felipe Anderson,0,541573
Robert Snodgrass,0,541573
Ben Foster,1,541570
Craig Cathcart,1,541570
Christian Kabasele,1,541570
Adam Masina,1,541570
Kiko,1,541570
Abdoulaye Doucouré,1,541570
Étienne Capoue,1,541570
Will Hughes,1,541570
Troy Deeney,1,541570
Gerard Deulofeu,1,541570
Ismaïla Sarr,1,541570
Nathaniel Chalobah,0,541570
Roberto Pereyra,0,541570
Ignacio Pussetto,0,541570
Jordan Pickford,1,541571
Mason Holgate,1,541571
Michael Keane,1,541571
Leighton Baines,1,541571
Seamus Coleman,1,541571
André Gomes,1,541571
Tom Davies,1,541571
Gylfi Sigurdsson,1,541571
Theo Walcott,1,541571
Richarlison,1,541571
Dominic Calvert-Lewin,1,541571
Djibril Sidibé,0,541571
Moise Kean,0,541571
Bernard,0,541571
Paulo Gazzaniga,1,541574
Eric Dier,1,541574
Japhet Tanganga,1,541574
Davinson Sánchez,1,541574
Harry Winks,1,541574
Giovani Lo Celso,1,541574
Ben Davies,1,541574
Serge Aurier,1,541574
Dele Alli,1,541574
Steven Bergwijn,1,541574
Lucas Moura,1,541574
Tanguy Ndombele,0,541574
Troy Parrott,0,541574
Gedson Fernandes,0,541574
Adrián,1,541556
Virgil van Dijk,1,541556
Joe Gomez,1,541556
James Milner,1,541556
Trent Alexander-Arnold,1,541556
Fabinho,1,541556
Georginio Wijnaldum,1,541556
Alex Oxlade-Chamberlain,1,541556
Roberto Firmino,1,541556
Sadio Mané,1,541556
Mohamed Salah,1,541556
Adam Lallana,0,541556
Divock Origi,0,541556
Bernd Leno,1,541564
Pablo Marí,1,541564
David Luiz,1,541564
Bukayo Saka,1,541564
Sokratis Papastathopoulos,1,541564
Mesut Özil,1,541564
Granit Xhaka,1,541564
Dani Ceballos,1,541564
Edward Nketiah,1,541564
Pierre-Emerick Aubameyang,1,541564
Nicolas Pépé,1,541564
Héctor Bellerín,0,541564
Alexandre Lacazette,0,541564
Reiss Nelson,0,541564
Vicente Guaita,1,541563
Gary Cahill,1,541563
Scott Dann,1,541563
Patrick van Aanholt,1,541563
Joel Ward,1,541563
James McCarthy,1,541563
James McArthur,1,541563
Cheikhou Kouyaté,1,541563
Christian Benteke,1,541563
Wilfried Zaha,1,541563
Jordan Ayew,1,541563
Luka Milivojevic,0,541563
Dean Henderson,1,541561
John Egan,1,541561
Jack O'Connell,1,541561
Chris Basham,1,541561
John Fleck,1,541561
John Lundstram,1,541561
Oliver Norwood,1,541561
Enda Stevens,1,541561
George Baldock,1,541561
Billy Sharp,1,541561
Oliver McBurnie,1,541561
Ben Osborn,0,541561
David McGoldrick,0,541561
Sander Berge,0,541561
Alex McCarthy,1,541560
Jan Bednarek,1,541560
Jack Stephens,1,541560
Ryan Bertrand,1,541560
Yan Valery,1,541560
Pierre-Emile Højbjerg,1,541560
James Ward-Prowse,1,541560
Moussa Djenepo,1,541560
Sofiane Boufal,1,541560
Danny Ings,1,541560
Shane Long,1,541560
Michael Obafemi,0,541560
Che Adams,0,541560
Rui Patrício,1,541557
Conor Coady,1,541557
Romain Saïss,1,541557
Willy Boly,1,541557
João Moutinho,1,541557
Leander Dendoncker,1,541557
Rúben Neves,1,541557
Ruben Vinagre,1,541557
Matthew Doherty,1,541557
Diogo Jota,1,541557
Raúl Jiménez,1,541557
Adama Traoré,0,541557
Daniel Podence,0,541557
Nick Pope,1,541562
Ben Mee,1,541562
James Tarkowski,1,541562
Charlie Taylor,1,541562
Phillip Bardsley,1,541562
Jack Cork,1,541562
Ashley Westwood,1,541562
Dwight McNeil,1,541562
Jeff Hendrick,1,541562
Jay Rodriguez,1,541562
Chris Wood,1,541562
Aaron Lennon,0,541562
Matej Vydra,0,541562
Kepa Arrizabalaga,1,541558
Kurt Zouma,1,541558
Antonio Rüdiger,1,541558
Marcos Alonso,1,541558
César Azpilicueta,1,541558
Billy Gilmour,1,541558
Mason Mount,1,541558
Ross Barkley,1,541558
Olivier Giroud,1,541558
Pedro,1,541558
Willian,1,541558
Reece James,0,541558
Armando Broja,0,541558
Faustino Anjorin,0,541558
David de Gea,1,541559
Harry Maguire,1,541559
Luke Shaw,1,541559
Victor Lindelöf,1,541559
Nemanja Matic,1,541559
Fred,1,541559
Bruno Fernandes,1,541559
Brandon Williams,1,541559
Aaron Wan-Bissaka,1,541559
Anthony Martial,1,541559
Daniel James,1,541559
Odion Ighalo,0,541559
Eric Bailly,0,541559
Scott McTominay,0,541559
Kasper Schmeichel,1,541555
Çaglar Söyüncü,1,541555
Jonny Evans,1,541555
Wilfred Ndidi,1,541555
James Justin,1,541555
Ricardo Pereira,1,541555
James Maddison,1,541555
Dennis Praet,1,541555
Harvey Barnes,1,541555
Marc Albrighton,1,541555
Kelechi Iheanacho,1,541555
Nampalys Mendy,0,541555
Youri Tielemans,0,541555
Jamie Vardy,0,541555
Ørjan Nyland,1,541572
Tyrone Mings,1,541572
Kortney Hause,1,541572
Matt Targett,1,541572
Ezri Konsa,1,541572
Douglas Luiz,1,541572
John McGinn,1,541572
Conor Hourihane,1,541572
Keinan Davis,1,541572
Jack Grealish,1,541572
Anwar El-Ghazi,1,541572
Ahmed El Mohamady,0,541572
Marvelous Nakamba,0,541572
Mbwana Samatta,0,541572
Trézéguet,0,541572
Ederson,1,541565
Aymeric Laporte,1,541565
Eric García,1,541565
Benjamin Mendy,1,541565
Kyle Walker,1,541565
Ilkay Gündogan,1,541565
David Silva,1,541565
Kevin De Bruyne,1,541565
Gabriel Jesus,1,541565
Raheem Sterling,1,541565
Riyad Mahrez,1,541565
Fernandinho,0,541565
Bernardo Silva,0,541565
Rodri,0,541565
Sergio Agüero,0,541565
Phil Foden,0,541565
Tim Krul,1,541553
Timm Klose,1,541553
Ben Godfrey,1,541553
Jamal Lewis,1,541553
Max Aarons,1,541553
Tom Trybull,1,541553
Kenny McLean,1,541553
Todd Cantwell,1,541553
Emiliano Buendía,1,541553
Josip Drmic,1,541553
Teemu Pukki,1,541553
Mario Vrancic,0,541553
Onel Hernández,0,541553
Adam Idah,0,541553
Josh Martin,0,541553
Ondrej Duda,0,541553
Hugo Lloris,1,541551
Eric Dier,1,541551
Davinson Sánchez,1,541551
Ben Davies,1,541551
Serge Aurier,1,541551
Erik Lamela,1,541551
Harry Winks,1,541551
Moussa Sissoko,1,541551
Harry Kane,1,541551
Son Heung-Min,1,541551
Steven Bergwijn,1,541551
Gedson Fernandes,0,541551
Giovani Lo Celso,0,541551
Ben Foster,1,541549
Craig Dawson,1,541549
Christian Kabasele,1,541549
Adam Masina,1,541549
Kiko,1,541549
Abdoulaye Doucouré,1,541549
Will Hughes,1,541549
Étienne Capoue,1,541549
Troy Deeney,1,541549
Roberto Pereyra,1,541549
Ismaïla Sarr,1,541549
José Holebas,0,541549
Adrian Mariappa,0,541549
Tom Cleverley,0,541549
Nathaniel Chalobah,0,541549
Danny Welbeck,0,541549
Mathew Ryan,1,541545
Lewis Dunk,1,541545
Adam Webster,1,541545
Dan Burn,1,541545
Ezequiel Schelotto,1,541545
Leandro Trossard,1,541545
Yves Bissouma,1,541545
Davy Pröpper,1,541545
Neal Maupay,1,541545
Aaron Mooy,1,541545
Pascal Gross,1,541545
Martín Montoya,0,541545
Dale Stephens,0,541545
Alexis Mac Allister,0,541545
Solly March,0,541545
Aaron Connolly,0,541545
Lukasz Fabianski,1,541554
Declan Rice,1,541554
Issa Diop,1,541554
Aaron Cresswell,1,541554
Jeremy Ngakia,1,541554
Felipe Anderson,1,541554
Tomas Soucek,1,541554
Mark Noble,1,541554
Michail Antonio,1,541554
Pablo Fornals,1,541554
Jarrod Bowen,1,541554
Ryan Fredericks,0,541554
Manuel Lanzini,0,541554
Andriy Yarmolenko,0,541554
Aaron Ramsdale,1,541548
Nathan Aké,1,541548
Steve Cook,1,541548
Jefferson Lerma,1,541548
Adam Smith,1,541548
Jack Stacey,1,541548
Lewis Cook,1,541548
David Brooks,1,541548
Joshua King,1,541548
Harry Wilson,1,541548
Callum Wilson,1,541548
Junior Stanislas,0,541548
Dominic Solanke,0,541548
Arnaut Danjuma,0,541548
Martin Dubravka,1,541552
Federico Fernández,1,541552
Jamaal Lascelles,1,541552
Danny Rose,1,541552
Javier Manquillo,1,541552
Isaac Hayden,1,541552
Jonjo Shelvey,1,541552
Allan Saint-Maximin,1,541552
Matt Ritchie,1,541552
Joelinton,1,541552
Miguel Almirón,1,541552
Fabian Schär,0,541552
Nabil Bentaleb,0,541552
DeAndre Yedlin,0,541552
Andy Carroll,0,541552
Valentino Lazaro,0,541552
Ørjan Nyland,1,541547
Tyrone Mings,1,541547
Kortney Hause,1,541547
Matt Targett,1,541547
Ezri Konsa,1,541547
Douglas Luiz,1,541547
Conor Hourihane,1,541547
